ID,Urne,QR-Code,Categorie,1 - Favoriser la pratique sportive dans le 15e,2 - Un nouvel espace d escalade au centre sportif La Plaine,3 - Un 15e encore plus solidaire,4 - Un cafe des enfants,5 - Un coup de vert dans le 15e,6 - Des cours d ecoles renovees pour le bien-etre des ecoliers,7 - Des tableaux numeriques interactifs dans toutes les ecoles maternelles,8 - Un kit mobile multimedia pour la jeunesse,9 - Restaurons les decors de Saint-Christophe de Javel,10 - Le renouveau des Freres Voisin,11 - Un espace public pacifie et adapte a tous,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
154040,U15-003,2022AR15B,Valide,2,1,2,3,1,1,4,4,3,1,3,11,4,2,3,2,0
154065,U15-003,2022AR15B,Valide,1,novote,1,novote,novote,1,novote,novote,novote,novote,1,4,4,0,0,0,7
154068,U75-001,2022AR15A,Nul,1 2,3,1,1,1,1,3,3,3,2,2,10,4,2,4,0,0
154232,U15-003,2022AR15B,Valide,1,novote,novote,1,novote,1,novote,novote,novote,novote,1,4,4,0,0,0,7
154312,U15-003,2022AR15B,Valide,3,4,2,3,1,2,4,4,3,novote,1,10,2,2,3,3,1
154735,U15-003,2022AR15B,Valide,1,4,4,2,2,4,4,2,1,4,2,11,2,4,0,5,0
154805,U15-003,2022AR15B,Valide,1,1,1,2,1,1,3,2,3,2,1,11,6,3,2,0,0
155422,U15-003,2022AR15B,Valide,2,2,3,3,3,3,1,3,2,1,novote,10,2,3,5,0,1
155499,U15-003,2022AR15B,Valide,novote,1,novote,novote,2,1,1,3,novote,novote,2,6,3,2,1,0,5
155736,U15-003,2022AR15B,Valide,1,3,3,3,1,2,3,4,2,3,2,11,2,3,5,1,0
156108,U15-003,2022AR15B,Valide,2,4,4,4,3,1,3,4,1,novote,4,10,2,1,2,5,1
156126,U15-003,2022AR15B,Nul,novote,novote,2,novote,novote,1,novote,novote,novote,novote,novote,2,1,1,0,0,9
156195,U15-003,2022AR15B,Valide,2,4,2,4,1,1,1,4,4,2,2,11,3,4,0,4,0
156352,U15-003,2022AR15B,Valide,4,novote,novote,4,novote,novote,4,novote,1,novote,novote,4,1,0,0,3,7
156889,U15-003,2022AR15B,Nul,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,novote,1,0,1,0,0,10
157030,U15-003,2022AR15B,Valide,2,3,1,4,1,4,4,1,3,4,1,11,4,1,2,4,0
157048,U15-003,2022AR15B,Valide,3,4,3,4,1,2,4,4,1,2,2,11,2,3,2,4,0
157065,U15-003,2022AR15B,Nul,novote,novote,1,novote,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,9
157124,U15-003,2022AR15B,Valide,3,1,2,1,1,2,2,1,3,3,2,11,4,4,3,0,0
157176,U15-003,2022AR15B,Valide,2,novote,1,novote,1,2,4,4,2,3,2,9,2,4,1,2,2
157196,U15-003,2022AR15B,Valide,3,3,3,3,3,2,3,3,2,3,2,11,0,3,8,0,0
157252,U15-003,2022AR15B,Valide,1,novote,1,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
157525,U15-003,2022AR15B,Valide,novote,1,novote,1,1,1,1,1,novote,novote,novote,6,6,0,0,0,5
157529,U15-003,2022AR15B,Valide,novote,novote,novote,novote,1,1,novote,1,novote,novote,1,4,4,0,0,0,7
157588,U15-003,2022AR15B,Valide,1,1,1,novote,2,novote,novote,novote,novote,novote,1,5,4,1,0,0,6
158374,U15-003,2022AR15B,Valide,2,novote,novote,novote,1,novote,1,novote,1,novote,novote,4,3,1,0,0,7
158390,U15-003,2022AR15B,Valide,novote,1,novote,1,novote,novote,novote,novote,1,1,novote,4,4,0,0,0,7
158429,U15-003,2022AR15B,Valide,1,2,2,2,2,1,1,1,3,3,2,11,4,5,2,0,0
158597,U15-003,2022AR15B,Valide,novote,1,2,4,novote,novote,4,4,1,novote,2,7,2,2,0,3,4
158627,U15-003,2022AR15B,Valide,1,2,3,1,2,1,1,1,2,2,3,11,5,4,2,0,0
158794,U15-003,2022AR15B,Valide,1,1,novote,novote,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,7
158990,U15-003,2022AR15B,Valide,1,novote,novote,novote,1,novote,novote,1,novote,novote,1,4,4,0,0,0,7
159190,U15-003,2022AR15B,Valide,4,4,2,3,1,3,4,4,3,2,1,11,2,2,3,4,0
159320,U15-003,2022AR15B,Valide,2,2,2,3,2,2,1,2,3,2,2,11,1,8,2,0,0
159528,U15-003,2022AR15B,Valide,1,novote,1,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
159603,U15-003,2022AR15B,Valide,novote,novote,1,novote,1,novote,novote,novote,1,1,novote,4,4,0,0,0,7
159619,U15-003,2022AR15B,Valide,3,1,2,1,3,2,2,2,2,3,2,11,2,6,3,0,0
159691,U15-003,2022AR15B,Valide,1,novote,novote,novote,1,1,novote,novote,novote,2,novote,4,3,1,0,0,7
159710,U15-003,2022AR15B,Valide,novote,novote,1,novote,1,novote,1,novote,novote,novote,1,4,4,0,0,0,7
159814,U15-003,2022AR15B,Valide,1,1,1,novote,1,1,novote,novote,novote,novote,1,6,6,0,0,0,5
159872,U15-003,2022AR15B,Valide,novote,1,novote,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
160318,U15-003,2022AR15B,Valide,novote,novote,novote,novote,1,1,novote,novote,1,novote,1,4,4,0,0,0,7
160432,U75-001,2022AR15A,Valide,1,novote,novote,1,novote,1,novote,1,novote,novote,novote,4,4,0,0,0,7
160478,U15-003,2022AR15B,Valide,2,4,1,3,2,3,4,4,2,4,2,11,1,4,2,4,0
160553,U15-003,2022AR15B,Valide,2,3,3,3,1,2,4,4,4,2,2,11,1,4,3,3,0
160568,U01-015,2022AR15B,Valide,1,1,3,1,1,1,2,1,1,2,2,11,7,3,1,0,0
160694,U15-003,2022AR15B,Valide,novote,1,1,novote,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,7
160946,U15-003,2022AR15B,Valide,1,1,1,1,1,1,1,1,novote,novote,1,9,9,0,0,0,2
160963,U15-003,2022AR15B,Valide,1,novote,1,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
161006,U15-003,2022AR15B,Valide,1,1,2,2,1,1,3,1,2,novote,1,10,6,3,1,0,1
161022,U15-003,2022AR15B,Valide,2,2,3,3,1,3,4,4,1,3,3,11,2,2,5,2,0
161109,U15-003,2022AR15B,Valide,novote,1,2,novote,2,novote,novote,2,novote,novote,novote,4,1,3,0,0,7
