ID,Urne,QR-Code,Categorie,1 - Bagagerie solidaire dans le 6e arrondissement,2 - Installation de brumisateurs urbains,3 - Ouverture d un Jardin Partage - Rue du Cherche-Midi,4 - Revelation d un petit jardin - Angle Littre-Vaugirard,5 - Des videoprojecteurs interactifs pour les ecoles du 6e,6 - Dotation aux ecoles de solution de fraicheur,7 - Les jardiniers du Jardinet,8 - Creer un espace scenique ouvert a tous publics et styles,9 - Restaurer le patrimoine cultuel et culturel du 6e arrondissement,10 - Un parc d exercice et de detente canin,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
723,U06-002,2022AR06B,Valide,novote,4,1,novote,4,novote,novote,novote,novote,4,4,1,0,0,3,6
724,U06-002,2022AR06B,Valide,novote,1,novote,novote,1,novote,novote,novote,1,4,4,3,0,0,1,6
725,U06-002,2022AR06B,Valide,novote,novote,novote,1,novote,1,1,novote,1,novote,4,4,0,0,0,6
728,U06-002,2022AR06B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,9
730,U06-002,2022AR06B,Valide,1,novote,1,novote,novote,novote,2,novote,novote,4,4,2,1,0,1,6
734,U06-002,2022AR06A,Nul,1,novote,1,1,novote,novote,1 4,novote,novote,4,4,3,0,0,1,5
735,U06-002,2022AR06B,Valide,4,4,4,4,1,4,4,4,4,4,10,1,0,0,9,0
736,U06-002,2022AR06B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
740,U06-002,2022AR06B,Valide,3,3,2,2,4,2,3,3,4,2,10,0,4,4,2,0
741,U06-002,2022AR06A,Valide,novote,novote,1,1,novote,novote,novote,novote,1,4,4,3,0,0,1,6
742,U06-002,2022AR06B,Valide,novote,3,2,3,1,2,3,novote,novote,2,7,1,3,3,0,3
745,U06-002,2022AR06B,Valide,1,2,1,1,3,3,2,3,1,3,10,4,2,4,0,0
748,U06-002,2022AR06B,Valide,1,novote,1,novote,novote,novote,1,novote,novote,1,4,4,0,0,0,6
750,U06-002,2022AR06A,Valide,novote,3,1,3,1,novote,novote,1,2,novote,6,3,1,2,0,4
752,U06-002,2022AR06A,Nul,1 2 3,1 2 3,1 2 3,1 2 3,1 2 3,1 2 3,1 2 3,1 2 3,1 2 3,1 2 3,0,0,0,0,0,0
753,U06-002,2022AR06A,Valide,1,novote,novote,1,novote,novote,1,2,novote,novote,4,3,1,0,0,6
756,U06-002,2022AR06A,Valide,novote,novote,1,novote,4,novote,novote,novote,1,4,4,2,0,0,2,6
757,U06-002,2022AR06A,Valide,3,4,1,2,2,4,4,4,1,2,10,2,3,1,4,0
758,U06-002,2022AR06A,Valide,2,4,1,1,4,4,3,2,1,2,10,3,3,1,3,0
761,U06-002,2022AR06B,Valide,novote,novote,1,1,3,2,2,novote,novote,4,6,2,2,1,1,4
771,U06-002,2022AR06A,Valide,1,1,1,novote,1,1,novote,novote,novote,novote,5,5,0,0,0,5
774,U06-002,2022AR06B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,9
775,U06-002,2022AR06B,Valide,3,3,2,2,1,novote,2,1,2,3,9,2,4,3,0,1
778,U06-002,2022AR06B,Valide,4,1,1,1,2,2,2,3,3,2,10,3,4,2,1,0
781,U06-002,2022AR06B,Nul,novote,novote,novote,1,novote,novote,novote,novote,1,novote,2,2,0,0,0,8
782,U06-002,2022AR06B,Valide,1,1,1,novote,novote,novote,novote,1,novote,novote,4,4,0,0,0,6
787,U06-002,2022AR06A,Nul,novote,novote,novote,novote,novote,novote,1,1,novote,novote,2,2,0,0,0,8
790,U06-002,2022AR06A,Valide,novote,1,1,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,6
791,U06-002,2022AR06B,Valide,2,4,4,1,2,3,2,4,1,2,10,2,4,1,3,0
7939,U06-001,2022AR06A,Valide,3,1,novote,novote,novote,novote,novote,1,novote,3,4,2,0,2,0,6
7953,U06-001,2022AR06A,Valide,novote,novote,novote,novote,4,novote,novote,4,1,4,4,1,0,0,3,6
7957,U06-001,2022AR06A,Valide,novote,4,novote,novote,1,novote,novote,4,novote,4,4,1,0,0,3,6
7958,U06-001,2022AR06B,Valide,novote,novote,novote,1,novote,2,2,novote,1,4,5,2,2,0,1,5
7959,U06-001,2022AR06A,Valide,novote,novote,1,2,1,novote,novote,2,novote,novote,4,2,2,0,0,6
7960,U06-001,2022AR06B,Valide,2,novote,novote,novote,novote,2,1,novote,1,novote,4,2,2,0,0,6
7961,U06-001,2022AR06A,Valide,novote,novote,2,3,novote,novote,2,1,novote,novote,4,1,2,1,0,6
7982,U06-001,2022AR06A,Valide,4,4,4,3,1,2,3,4,2,4,10,1,2,2,5,0
7989,U06-001,2022AR06B,Valide,novote,3,novote,novote,novote,novote,2,novote,1,1,4,2,1,1,0,6
7994,U06-001,2022AR06B,Valide,novote,4,4,2,1,novote,novote,novote,novote,novote,4,1,1,0,2,6
8001,U06-001,2022AR06A,Valide,1,1,2,1,1,2,3,3,1,1,10,6,2,2,0,0
8010,U06-001,2022AR06A,Valide,novote,novote,2,2,2,2,novote,novote,novote,novote,4,0,4,0,0,6
8011,U06-001,2022AR06A,Valide,novote,1,1,novote,novote,1,novote,1,novote,novote,4,4,0,0,0,6
8018,U06-001,2022AR06B,Valide,novote,4,2,novote,1,novote,novote,3,novote,novote,4,1,1,1,1,6
8019,U06-001,2022AR06A,Valide,novote,4,novote,novote,1,novote,novote,novote,1,2,4,2,1,0,1,6
8022,U06-001,2022AR06A,Valide,novote,novote,2,2,novote,novote,novote,novote,1,4,4,1,2,0,1,6
8044,U06-001,2022AR06B,Valide,1,novote,novote,2,novote,novote,novote,1,2,novote,4,2,2,0,0,6
8049,U06-001,2022AR06B,Valide,novote,4,novote,novote,novote,4,novote,novote,1,1,4,2,0,0,2,6
8057,U06-001,2022AR06B,Valide,2,novote,novote,novote,4,1,novote,novote,1,novote,4,2,1,0,1,6
8074,U06-001,2022AR06A,Valide,novote,novote,2,2,novote,novote,novote,1,1,novote,4,2,2,0,0,6
8120,U06-001,2022AR06B,Valide,4,4,1,4,1,1,1,1,4,4,10,5,0,0,5,0
8121,U06-001,2022AR06B,Valide,2,2,novote,novote,novote,1,novote,novote,novote,1,4,2,2,0,0,6
8124,U06-001,2022AR06A,Valide,1,1,novote,novote,1,1,novote,1,novote,1,6,6,0,0,0,4
8133,U06-001,2022AR06B,Valide,2,4,2,2,4,2,1,3,1,4,10,2,4,1,3,0
8135,U06-001,2022AR06A,Valide,novote,3,3,novote,novote,novote,novote,1,novote,3,4,1,0,3,0,6
8160,U06-001,2022AR06A,Valide,novote,novote,novote,2,novote,novote,2,1,1,novote,4,2,2,0,0,6
8161,U06-001,2022AR06A,Valide,novote,novote,novote,2,1,2,novote,novote,novote,4,4,1,2,0,1,6
8171,U06-001,2022AR06A,Valide,4,novote,novote,novote,novote,novote,novote,2,1,4,4,1,1,0,2,6
8172,U06-001,2022AR06A,Valide,1,1,1,3,4,4,4,1,1,1,10,6,0,1,3,0
8176,U06-001,2022AR06A,Valide,1,2,3,3,3,1,3,3,2,4,10,2,2,5,1,0
8186,U06-001,2022AR06A,Valide,1,3,1,2,3,3,3,1,1,2,10,4,2,4,0,0
8196,U06-001,2022AR06A,Valide,4,4,2,2,3,3,2,4,1,4,10,1,3,2,4,0
8217,U06-001,2022AR06A,Valide,novote,novote,2,novote,1,novote,3,3,novote,4,5,1,1,2,1,5
8221,U06-001,2022AR06B,Valide,novote,novote,1,1,1,novote,novote,2,novote,novote,4,3,1,0,0,6
8228,U06-001,2022AR06A,Valide,novote,1,novote,novote,1,1,novote,novote,1,novote,4,4,0,0,0,6
8251,U06-001,2022AR06A,Valide,3,2,3,2,1,2,3,4,2,3,10,1,4,4,1,0
8266,U06-001,2022AR06A,Valide,1,novote,1,3,novote,novote,2,1,novote,4,6,3,1,1,1,4
8274,U06-001,2022AR06A,Valide,4,4,novote,novote,novote,novote,novote,1,novote,4,4,1,0,0,3,6
8287,U06-001,2022AR06B,Valide,2,4,1,novote,novote,novote,novote,novote,novote,1,4,2,1,0,1,6
8288,U06-001,2022AR06A,Valide,novote,novote,novote,1,4,2,novote,novote,1,novote,4,2,1,0,1,6
8292,U06-001,2022AR06A,Valide,novote,novote,2,novote,1,1,novote,novote,novote,4,4,2,1,0,1,6
8303,U06-001,2022AR06B,Valide,novote,2,novote,novote,2,novote,novote,1,1,novote,4,2,2,0,0,6
8304,U06-001,2022AR06A,Valide,novote,novote,novote,novote,1,2,novote,2,novote,2,4,1,3,0,0,6
8307,U06-001,2022AR06A,Valide,1,1,novote,novote,1,novote,novote,novote,novote,1,4,4,0,0,0,6
8325,U06-001,2022AR06B,Valide,1,novote,novote,1,novote,1,novote,novote,1,novote,4,4,0,0,0,6
8328,U06-001,2022AR06B,Valide,4,4,novote,novote,4,4,2,4,1,1,8,2,1,0,5,2
8331,U06-001,2022AR06A,Valide,novote,novote,novote,novote,novote,4,novote,4,1,4,4,1,0,0,3,6
8332,U06-001,2022AR06B,Valide,2,2,1,3,3,novote,1,3,3,4,9,2,2,4,1,1
8334,U06-001,2022AR06B,Valide,novote,novote,1,novote,novote,1,1,1,4,novote,5,4,0,0,1,5
8351,U06-001,2022AR06B,Valide,novote,novote,novote,novote,novote,novote,2,2,1,4,4,1,2,0,1,6
8371,U06-001,2022AR06A,Valide,3,novote,3,novote,novote,novote,novote,2,1,novote,4,1,1,2,0,6
8389,U06-001,2022AR06B,Valide,1,4,3,4,2,2,2,1,4,3,10,2,3,2,3,0
8400,U06-001,2022AR06B,Valide,2,novote,2,2,novote,novote,novote,novote,1,novote,4,1,3,0,0,6
8403,U06-001,2022AR06B,Valide,1,2,3,2,2,3,2,3,1,1,10,3,4,3,0,0
8409,U06-001,2022AR06A,Valide,novote,novote,2,2,1,novote,2,novote,novote,novote,4,1,3,0,0,6
8421,U06-001,2022AR06B,Valide,3,1,2,2,1,1,1,2,2,3,10,4,4,2,0,0
8430,U06-001,2022AR06A,Valide,2,novote,1,1,1,novote,novote,novote,2,novote,5,3,2,0,0,5
8431,U06-001,2022AR06A,Valide,2,2,2,3,3,3,3,1,2,3,10,1,4,5,0,0
8465,U06-001,2022AR06A,Valide,1,1,novote,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,6
8472,U06-001,2022AR06A,Valide,novote,1,1,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,6
8477,U06-001,2022AR06B,Valide,novote,2,novote,2,2,novote,novote,novote,1,novote,4,1,3,0,0,6
8479,U06-001,2022AR06A,Valide,4,novote,1,1,1,novote,novote,novote,1,novote,5,4,0,0,1,5
8480,U06-001,2022AR06A,Valide,2,3,novote,novote,novote,3,1,novote,1,2,6,2,2,2,0,4
8481,U06-001,2022AR06B,Valide,novote,3,3,novote,novote,novote,novote,3,3,4,5,0,0,4,1,5
8484,U06-001,2022AR06B,Valide,2,2,novote,2,2,2,2,2,2,novote,8,0,8,0,0,2
8493,U06-001,2022AR06A,Valide,novote,3,novote,novote,1,2,2,novote,novote,novote,4,1,2,1,0,6
8495,U06-001,2022AR06B,Valide,3,3,1,1,1,2,1,2,2,3,10,4,3,3,0,0
8496,U06-001,2022AR06A,Valide,novote,2,3,novote,1,novote,novote,2,novote,novote,4,1,2,1,0,6
8499,U06-001,2022AR06B,Valide,novote,novote,novote,1,2,novote,2,2,novote,novote,4,1,3,0,0,6
8500,U06-001,2022AR06A,Valide,2,2,novote,novote,novote,novote,novote,1,novote,4,4,1,2,0,1,6
8513,U06-001,2022AR06A,Valide,novote,novote,2,2,3,novote,novote,novote,1,novote,4,1,2,1,0,6
8517,U06-001,2022AR06A,Valide,novote,1,novote,1,novote,1,1,novote,novote,novote,4,4,0,0,0,6
8540,U06-001,2022AR06A,Valide,novote,novote,2,2,novote,novote,novote,novote,1,2,4,1,3,0,0,6
8545,U06-001,2022AR06B,Valide,3,3,3,1,4,3,2,2,1,4,10,2,2,4,2,0
8547,U06-001,2022AR06A,Valide,1,2,3,3,3,1,3,3,2,4,10,2,2,5,1,0
8549,U06-001,2022AR06A,Valide,1,1,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,6
8551,U06-001,2022AR06B,Valide,novote,novote,2,novote,novote,novote,1,novote,2,1,4,2,2,0,0,6
8556,U06-001,2022AR06A,Valide,2,novote,2,1,novote,novote,novote,novote,1,novote,4,2,2,0,0,6
8564,U06-001,2022AR06B,Valide,3,1,novote,novote,novote,1,1,1,4,3,7,4,0,2,1,3
8568,U06-001,2022AR06A,Valide,4,3,3,4,novote,1,novote,novote,novote,novote,5,1,0,2,2,5
8584,U06-001,2022AR06A,Valide,novote,novote,2,novote,novote,novote,novote,4,1,2,4,1,2,0,1,6
8585,U06-001,2022AR06A,Valide,1,novote,1,novote,1,novote,novote,4,novote,novote,4,3,0,0,1,6
8588,U06-001,2022AR06A,Valide,4,4,4,4,4,4,4,4,1,4,10,1,0,0,9,0
8595,U06-001,2022AR06A,Valide,4,4,3,3,3,4,4,3,2,3,10,0,1,5,4,0
8648,U06-001,2022AR06B,Valide,2,novote,novote,novote,1,novote,novote,novote,1,3,4,2,1,1,0,6
8670,U06-001,2022AR06B,Valide,novote,2,2,novote,novote,novote,2,novote,1,novote,4,1,3,0,0,6
8673,U06-001,2022AR06A,Valide,novote,novote,2,2,1,novote,novote,2,novote,novote,4,1,3,0,0,6
8686,U06-001,2022AR06A,Valide,novote,novote,1,1,novote,1,novote,novote,1,1,5,5,0,0,0,5
8687,U06-001,2022AR06B,Valide,2,novote,2,1,1,novote,novote,novote,novote,novote,4,2,2,0,0,6
8705,U06-001,2022AR06A,Valide,2,3,1,1,1,1,1,2,2,2,10,5,4,1,0,0
8706,U06-001,2022AR06A,Valide,novote,novote,novote,3,1,2,2,novote,novote,novote,4,1,2,1,0,6
8711,U06-001,2022AR06A,Valide,4,4,1,1,3,4,3,novote,2,novote,8,2,1,2,3,2
8723,U06-001,2022AR06A,Valide,novote,novote,novote,2,2,novote,novote,2,2,novote,4,0,4,0,0,6
8725,U06-001,2022AR06A,Valide,2,1,1,2,1,1,3,3,2,3,10,4,3,3,0,0
8750,U06-001,2022AR06A,Valide,2,novote,2,novote,novote,2,novote,novote,1,novote,4,1,3,0,0,6
8777,U06-001,2022AR06A,Valide,novote,novote,2,novote,1,1,novote,novote,novote,4,4,2,1,0,1,6
8778,U06-001,2022AR06A,Valide,1,novote,1,3,4,novote,1,1,novote,4,7,4,0,1,2,3
8779,U06-001,2022AR06A,Valide,4,novote,1,1,novote,novote,novote,novote,novote,4,4,2,0,0,2,6
8780,U06-001,2022AR06B,Valide,novote,novote,1,1,novote,novote,1,1,novote,novote,4,4,0,0,0,6
8783,U06-001,2022AR06B,Valide,3,novote,3,novote,novote,novote,novote,novote,2,4,4,0,1,2,1,6
8786,U06-001,2022AR06A,Valide,2,novote,novote,2,novote,novote,novote,novote,1,1,4,2,2,0,0,6
8788,U06-001,2022AR06A,Valide,1,4,1,1,4,3,2,2,1,3,10,4,2,2,2,0
8796,U06-001,2022AR06B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
8824,U06-001,2022AR06A,Valide,novote,4,novote,novote,1,1,novote,novote,novote,1,4,3,0,0,1,6
8828,U06-001,2022AR06A,Valide,novote,novote,2,2,1,novote,novote,novote,2,novote,4,1,3,0,0,6
8860,U06-001,2022AR06B,Valide,1,novote,novote,1,1,novote,2,novote,3,1,6,4,1,1,0,4
8862,U06-001,2022AR06A,Valide,2,novote,novote,novote,1,3,novote,2,novote,novote,4,1,2,1,0,6
8868,U06-001,2022AR06A,Valide,2,novote,novote,1,novote,novote,novote,2,1,2,5,2,3,0,0,5
8879,U06-001,2022AR06B,Valide,1,1,1,1,1,1,2,1,2,2,10,7,3,0,0,0
8893,U06-001,2022AR06A,Valide,2,4,2,1,2,2,novote,1,1,2,9,3,5,0,1,1
8897,U06-001,2022AR06A,Valide,1,4,1,1,4,3,2,1,3,4,10,4,1,2,3,0
8898,U06-001,2022AR06A,Valide,1,2,1,2,2,1,2,1,1,1,10,6,4,0,0,0
8903,U06-001,2022AR06B,Valide,2,1,1,1,2,2,2,3,1,2,10,4,5,1,0,0
8908,U06-001,2022AR06A,Valide,2,1,2,2,1,1,2,2,1,2,10,4,6,0,0,0
8920,U06-001,2022AR06A,Valide,novote,4,novote,novote,3,novote,novote,novote,2,3,4,0,1,2,1,6
8922,U06-001,2022AR06A,Valide,1,novote,1,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,6
8934,U06-001,2022AR06B,Valide,novote,novote,2,novote,2,novote,novote,novote,1,4,4,1,2,0,1,6
8938,U06-001,2022AR06B,Valide,2,1,2,2,1,1,1,1,1,3,10,6,3,1,0,0
8946,U06-001,2022AR06A,Valide,3,4,novote,novote,1,novote,novote,2,novote,1,5,2,1,1,1,5
8963,U06-001,2022AR06A,Valide,novote,novote,1,1,1,1,novote,novote,novote,novote,4,4,0,0,0,6
8973,U06-001,2022AR06A,Valide,2,4,3,2,3,2,2,2,1,4,10,1,5,2,2,0
8974,U06-001,2022AR06A,Valide,1,novote,novote,novote,1,novote,novote,1,1,novote,4,4,0,0,0,6
8979,U06-001,2022AR06A,Valide,1,novote,novote,novote,1,novote,1,novote,1,4,5,4,0,0,1,5
9014,U06-001,2022AR06B,Valide,2,4,2,2,4,1,2,3,1,3,10,2,4,2,2,0
9018,U06-001,2022AR06A,Valide,3,3,2,1,3,3,2,1,1,4,10,3,2,4,1,0
9024,U06-001,2022AR06A,Valide,1,novote,1,novote,novote,novote,novote,1,2,novote,4,3,1,0,0,6
9026,U06-001,2022AR06A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
9031,U06-001,2022AR06A,Valide,4,1,1,3,2,3,2,4,4,4,10,2,2,2,4,0
9036,U06-001,2022AR06B,Valide,novote,2,2,2,novote,novote,novote,novote,1,novote,4,1,3,0,0,6
9068,U06-001,2022AR06A,Valide,4,novote,novote,novote,novote,novote,3,3,novote,4,4,0,0,2,2,6
9073,U06-001,2022AR06B,Valide,novote,novote,2,novote,2,novote,novote,1,3,novote,4,1,2,1,0,6
9075,U06-001,2022AR06A,Valide,4,novote,3,novote,4,4,4,2,3,4,8,0,1,2,5,2
9082,U06-001,2022AR06A,Valide,2,novote,2,novote,novote,novote,2,novote,1,novote,4,1,3,0,0,6
9087,U06-001,2022AR06A,Valide,2,4,novote,2,2,novote,novote,2,1,4,7,1,4,0,2,3
9091,U06-001,2022AR06A,Valide,novote,novote,1,1,1,1,novote,novote,novote,novote,4,4,0,0,0,6
9099,U06-001,2022AR06A,Valide,1,1,1,1,4,1,1,2,3,4,10,6,1,1,2,0
9110,U06-001,2022AR06A,Valide,novote,novote,novote,2,novote,novote,novote,1,1,2,4,2,2,0,0,6
9123,U06-001,2022AR06A,Valide,2,2,novote,novote,3,novote,novote,1,novote,novote,4,1,2,1,0,6
9156,U06-001,2022AR06B,Valide,2,4,3,3,1,3,3,3,1,2,10,2,2,5,1,0
9158,U06-001,2022AR06B,Valide,novote,4,3,3,4,4,novote,novote,novote,4,6,0,0,2,4,4
9169,U06-001,2022AR06A,Valide,4,4,4,4,novote,novote,1,novote,novote,novote,5,1,0,0,4,5
9180,U06-001,2022AR06A,Valide,4,3,1,1,1,3,3,2,3,4,10,3,1,4,2,0
9183,U06-001,2022AR06A,Valide,novote,novote,1,1,novote,1,novote,novote,1,novote,4,4,0,0,0,6
9184,U06-001,2022AR06B,Valide,novote,2,novote,novote,novote,2,1,novote,2,novote,4,1,3,0,0,6
9195,U06-001,2022AR06A,Valide,novote,novote,3,novote,1,novote,novote,3,novote,4,4,1,0,2,1,6
9199,U06-001,2022AR06B,Valide,1,1,novote,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,6
9201,U06-001,2022AR06A,Valide,novote,1,novote,novote,1,1,novote,novote,1,novote,4,4,0,0,0,6
9206,U06-001,2022AR06A,Valide,4,4,3,2,4,4,1,4,1,3,10,2,1,2,5,0
9216,U06-001,2022AR06A,Valide,novote,4,novote,3,4,novote,novote,novote,1,novote,4,1,0,1,2,6
9223,U06-001,2022AR06A,Valide,3,4,1,1,3,4,1,2,3,3,10,3,1,4,2,0
9242,U06-001,2022AR06A,Valide,novote,novote,1,1,1,1,novote,novote,novote,novote,4,4,0,0,0,6
9251,U06-001,2022AR06B,Valide,1,novote,1,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,6
9252,U06-001,2022AR06A,Valide,4,4,4,4,1,4,4,4,3,4,10,1,0,1,8,0
9257,U06-001,2022AR06A,Valide,novote,novote,2,novote,1,1,novote,novote,novote,4,4,2,1,0,1,6
9260,U06-001,2022AR06B,Valide,3,4,novote,novote,novote,novote,novote,4,1,4,5,1,0,1,3,5
9273,U06-001,2022AR06A,Valide,novote,novote,1,novote,novote,1,novote,novote,1,1,4,4,0,0,0,6
9284,U06-001,2022AR06A,Valide,novote,1,1,novote,novote,novote,1,novote,2,novote,4,3,1,0,0,6
9323,U06-001,2022AR06A,Valide,novote,novote,2,2,2,novote,2,novote,novote,novote,4,0,4,0,0,6
9344,U06-001,2022AR06A,Valide,novote,novote,2,novote,1,novote,novote,3,novote,4,4,1,1,1,1,6
9346,U06-001,2022AR06A,Valide,3,4,novote,novote,novote,novote,novote,novote,1,4,4,1,0,1,2,6
9353,U06-001,2022AR06B,Valide,novote,novote,2,2,2,novote,2,novote,novote,novote,4,0,4,0,0,6
9354,U06-001,2022AR06B,Valide,1,4,novote,novote,novote,2,novote,novote,3,4,5,1,1,1,2,5
9368,U06-001,2022AR06A,Valide,novote,1,1,novote,novote,1,novote,novote,2,novote,4,3,1,0,0,6
9373,U06-001,2022AR06B,Valide,1,novote,1,novote,novote,novote,1,novote,1,novote,4,4,0,0,0,6
9376,U06-001,2022AR06B,Valide,4,1,1,novote,novote,1,novote,novote,1,novote,5,4,0,0,1,5
9401,U06-001,2022AR06B,Valide,4,novote,novote,4,4,4,4,2,1,4,8,1,1,0,6,2
9413,U06-001,2022AR06A,Valide,novote,novote,1,novote,novote,novote,1,novote,1,1,4,4,0,0,0,6
9416,U06-001,2022AR06B,Valide,1,novote,novote,novote,novote,novote,1,novote,1,4,4,3,0,0,1,6
9419,U06-001,2022AR06A,Valide,3,2,3,2,2,2,3,3,1,3,10,1,4,5,0,0
9434,U06-001,2022AR06A,Valide,novote,novote,novote,novote,1,2,2,novote,2,novote,4,1,3,0,0,6
9439,U06-001,2022AR06B,Valide,novote,4,novote,2,novote,novote,4,novote,novote,4,4,0,1,0,3,6
9445,U06-001,2022AR06B,Valide,novote,4,1,1,novote,novote,1,novote,novote,novote,4,3,0,0,1,6
9446,U06-001,2022AR06A,Valide,novote,1,novote,1,2,1,novote,novote,novote,novote,4,3,1,0,0,6
9455,U06-001,2022AR06B,Valide,1,4,1,1,2,1,1,1,1,4,10,7,1,0,2,0
9483,U06-001,2022AR06A,Valide,novote,novote,1,novote,novote,novote,novote,3,3,4,4,1,0,2,1,6
9490,U06-001,2022AR06B,Valide,3,3,4,2,4,3,3,3,1,3,10,1,1,6,2,0
9496,U06-001,2022AR06A,Valide,1,novote,1,novote,novote,1,novote,novote,novote,1,4,4,0,0,0,6
9501,U06-001,2022AR06A,Valide,4,4,4,4,4,4,4,4,1,4,10,1,0,0,9,0
9521,U06-001,2022AR06B,Valide,novote,3,3,3,novote,novote,novote,novote,novote,4,4,0,0,3,1,6
9526,U06-001,2022AR06A,Valide,novote,novote,1,1,novote,2,2,novote,novote,4,5,2,2,0,1,5
9532,U06-001,2022AR06B,Valide,1,1,1,1,novote,novote,1,1,novote,1,7,7,0,0,0,3
9546,U06-001,2022AR06B,Valide,1,3,3,3,1,1,2,2,2,4,10,3,3,3,1,0
9569,U06-001,2022AR06A,Valide,2,2,2,2,2,2,2,novote,3,2,9,0,8,1,0,1
9572,U06-001,2022AR06A,Valide,2,novote,novote,1,4,4,novote,1,1,4,7,3,1,0,3,3
9585,U06-001,2022AR06B,Valide,1,novote,2,novote,novote,novote,2,novote,2,novote,4,1,3,0,0,6
9590,U06-001,2022AR06A,Valide,1,3,1,1,3,2,2,2,4,novote,9,3,3,2,1,1
9594,U06-001,2022AR06A,Valide,2,4,1,1,2,2,1,2,2,4,10,3,5,0,2,0
9600,U06-001,2022AR06A,Valide,4,novote,2,2,novote,novote,novote,1,novote,novote,4,1,2,0,1,6
9602,U06-001,2022AR06A,Valide,3,3,3,3,3,3,3,1,1,4,10,2,0,7,1,0
9603,U06-001,2022AR06B,Valide,novote,novote,1,2,novote,novote,novote,novote,2,4,4,1,2,0,1,6
9624,U06-001,2022AR06A,Valide,2,3,1,1,2,2,2,3,2,3,10,2,5,3,0,0
9635,U06-001,2022AR06A,Valide,3,4,novote,2,1,2,novote,4,1,novote,7,2,2,1,2,3
9641,U06-001,2022AR06B,Valide,4,4,2,novote,1,2,novote,1,novote,4,7,2,2,0,3,3
9645,U06-001,2022AR06B,Valide,1,novote,3,novote,novote,3,novote,3,novote,novote,4,1,0,3,0,6
9650,U06-001,2022AR06A,Valide,3,3,3,2,3,3,3,3,1,4,10,1,1,7,1,0
9672,U06-001,2022AR06B,Valide,novote,novote,1,1,novote,novote,1,novote,1,novote,4,4,0,0,0,6
9677,U06-001,2022AR06A,Valide,1,1,novote,novote,novote,1,novote,1,novote,novote,4,4,0,0,0,6
9707,U06-001,2022AR06B,Valide,1,novote,3,novote,novote,novote,novote,novote,1,4,4,2,0,1,1,6
9709,U06-001,2022AR06B,Valide,1,3,1,1,novote,2,2,1,1,3,9,5,2,2,0,1
9732,U06-001,2022AR06A,Valide,1,2,2,novote,novote,1,novote,novote,novote,novote,4,2,2,0,0,6
9750,U06-001,2022AR06B,Valide,4,4,4,4,4,4,4,4,1,4,10,1,0,0,9,0
9764,U06-001,2022AR06A,Valide,3,4,4,3,novote,novote,2,novote,1,4,7,1,1,2,3,3
9780,U06-001,2022AR06A,Valide,novote,novote,2,novote,novote,novote,novote,1,1,2,4,2,2,0,0,6
9781,U06-001,2022AR06B,Valide,1,1,novote,1,4,4,novote,4,novote,1,7,4,0,0,3,3
9784,U06-001,2022AR06A,Nul,3,3,1,4,1,1,1,3,4,3 4,9,4,0,3,2,0
9799,U06-001,2022AR06A,Valide,2,2,2,3,1,novote,novote,novote,1,novote,6,2,3,1,0,4
9804,U06-001,2022AR06A,Valide,novote,novote,1,novote,2,novote,novote,1,novote,4,4,2,1,0,1,6
9816,U06-001,2022AR06A,Valide,4,4,3,3,4,4,4,2,3,4,10,0,1,3,6,0
9818,U06-001,2022AR06A,Valide,1,3,3,3,4,4,2,4,1,1,10,3,1,3,3,0
9873,U06-001,2022AR06A,Valide,4,4,2,2,4,4,2,2,novote,4,9,0,4,0,5,1
9885,U06-001,2022AR06A,Valide,2,4,novote,novote,1,novote,novote,novote,1,4,5,2,1,0,2,5
9897,U06-001,2022AR06A,Valide,novote,2,novote,novote,1,2,novote,novote,1,novote,4,2,2,0,0,6
9898,U06-001,2022AR06A,Valide,2,novote,2,novote,novote,novote,novote,novote,1,4,4,1,2,0,1,6
9902,U06-001,2022AR06A,Valide,3,4,3,1,2,3,1,3,2,4,10,2,2,4,2,0
9937,U06-001,2022AR06A,Valide,novote,2,novote,novote,1,1,novote,novote,2,novote,4,2,2,0,0,6
9945,U06-001,2022AR06A,Valide,1,4,1,1,3,2,3,1,1,4,10,5,1,2,2,0
9958,U06-001,2022AR06A,Valide,novote,4,1,2,novote,novote,1,novote,novote,novote,4,2,1,0,1,6
9964,U06-001,2022AR06B,Valide,novote,novote,2,novote,1,novote,novote,novote,2,2,4,1,3,0,0,6
9965,U06-001,2022AR06A,Valide,novote,4,1,1,4,4,4,2,2,4,9,2,2,0,5,1
